"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age of Mother Year"	"Age of Mother Year Code"	Births
	"Rhode Island"	"44"	"2003"	"2003"	"33 years"	"33"	694
	"Rhode Island"	"44"	"2003"	"2003"	"34 years"	"34"	665
	"Rhode Island"	"44"	"2003"	"2003"	"35 years"	"35"	563
	"Rhode Island"	"44"	"2003"	"2003"	"36 years"	"36"	506
	"Rhode Island"	"44"	"2003"	"2003"	"37 years"	"37"	373
	"Rhode Island"	"44"	"2003"	"2003"	"38 years"	"38"	316
	"Rhode Island"	"44"	"2003"	"2003"	"39 years"	"39"	209
	"Rhode Island"	"44"	"2003"	"2003"	"40 years"	"40"	147
	"Rhode Island"	"44"	"2003"	"2003"	"41 years"	"41"	124
	"Rhode Island"	"44"	"2003"	"2003"	"42 years"	"42"	83
	"Rhode Island"	"44"	"2003"	"2003"	"43 years"	"43"	54
	"Rhode Island"	"44"	"2003"	"2003"	"44 years"	"44"	21
	"Rhode Island"	"44"	"2003"	"2003"	"45 years"	"45"	10
	"Rhode Island"	"44"	"2004"	"2004"	"Under 15 years"	"14"	23
	"Rhode Island"	"44"	"2004"	"2004"	"15 years"	"15"	57
	"Rhode Island"	"44"	"2004"	"2004"	"16 years"	"16"	116
	"Rhode Island"	"44"	"2004"	"2004"	"17 years"	"17"	187
	"Rhode Island"	"44"	"2004"	"2004"	"18 years"	"18"	336
	"Rhode Island"	"44"	"2004"	"2004"	"19 years"	"19"	454
	"Rhode Island"	"44"	"2004"	"2004"	"20 years"	"20"	463
	"Rhode Island"	"44"	"2004"	"2004"	"21 years"	"21"	487
	"Rhode Island"	"44"	"2004"	"2004"	"22 years"	"22"	511
	"Rhode Island"	"44"	"2004"	"2004"	"23 years"	"23"	523
	"Rhode Island"	"44"	"2004"	"2004"	"24 years"	"24"	579
	"Rhode Island"	"44"	"2004"	"2004"	"25 years"	"25"	592
	"Rhode Island"	"44"	"2004"	"2004"	"26 years"	"26"	621
	"Rhode Island"	"44"	"2004"	"2004"	"27 years"	"27"	633
	"Rhode Island"	"44"	"2004"	"2004"	"28 years"	"28"	705
	"Rhode Island"	"44"	"2004"	"2004"	"29 years"	"29"	693
	"Rhode Island"	"44"	"2004"	"2004"	"30 years"	"30"	751
	"Rhode Island"	"44"	"2004"	"2004"	"31 years"	"31"	693
	"Rhode Island"	"44"	"2004"	"2004"	"32 years"	"32"	754
	"Rhode Island"	"44"	"2004"	"2004"	"33 years"	"33"	656
	"Rhode Island"	"44"	"2004"	"2004"	"34 years"	"34"	635
	"Rhode Island"	"44"	"2004"	"2004"	"35 years"	"35"	589
	"Rhode Island"	"44"	"2004"	"2004"	"36 years"	"36"	443
	"Rhode Island"	"44"	"2004"	"2004"	"37 years"	"37"	371
	"Rhode Island"	"44"	"2004"	"2004"	"38 years"	"38"	291
	"Rhode Island"	"44"	"2004"	"2004"	"39 years"	"39"	198
	"Rhode Island"	"44"	"2004"	"2004"	"40 years"	"40"	142
	"Rhode Island"	"44"	"2004"	"2004"	"41 years"	"41"	101
	"Rhode Island"	"44"	"2004"	"2004"	"42 years"	"42"	80
	"Rhode Island"	"44"	"2004"	"2004"	"43 years"	"43"	45
	"Rhode Island"	"44"	"2004"	"2004"	"44 years"	"44"	23
	"Rhode Island"	"44"	"2004"	"2004"	"45 years"	"45"	16
	"Rhode Island"	"44"	"2005"	"2005"	"Under 15 years"	"14"	24
	"Rhode Island"	"44"	"2005"	"2005"	"15 years"	"15"	41
	"Rhode Island"	"44"	"2005"	"2005"	"16 years"	"16"	125
	"Rhode Island"	"44"	"2005"	"2005"	"17 years"	"17"	194
	"Rhode Island"	"44"	"2005"	"2005"	"18 years"	"18"	342
	"Rhode Island"	"44"	"2005"	"2005"	"19 years"	"19"	415
	"Rhode Island"	"44"	"2005"	"2005"	"20 years"	"20"	454
	"Rhode Island"	"44"	"2005"	"2005"	"21 years"	"21"	465
	"Rhode Island"	"44"	"2005"	"2005"	"22 years"	"22"	483
	"Rhode Island"	"44"	"2005"	"2005"	"23 years"	"23"	538
	"Rhode Island"	"44"	"2005"	"2005"	"24 years"	"24"	552
	"Rhode Island"	"44"	"2005"	"2005"	"25 years"	"25"	580
	"Rhode Island"	"44"	"2005"	"2005"	"26 years"	"26"	584
	"Rhode Island"	"44"	"2005"	"2005"	"27 years"	"27"	677
	"Rhode Island"	"44"	"2005"	"2005"	"28 years"	"28"	707
	"Rhode Island"	"44"	"2005"	"2005"	"29 years"	"29"	735
	"Rhode Island"	"44"	"2005"	"2005"	"30 years"	"30"	731
	"Rhode Island"	"44"	"2005"	"2005"	"31 years"	"31"	706
	"Rhode Island"	"44"	"2005"	"2005"	"32 years"	"32"	618
	"Rhode Island"	"44"	"2005"	"2005"	"33 years"	"33"	711
	"Rhode Island"	"44"	"2005"	"2005"	"34 years"	"34"	649
	"Rhode Island"	"44"	"2005"	"2005"	"35 years"	"35"	555
	"Rhode Island"	"44"	"2005"	"2005"	"36 years"	"36"	465
	"Rhode Island"	"44"	"2005"	"2005"	"37 years"	"37"	390
	"Rhode Island"	"44"	"2005"	"2005"	"38 years"	"38"	300
	"Rhode Island"	"44"	"2005"	"2005"	"39 years"	"39"	212
	"Rhode Island"	"44"	"2005"	"2005"	"40 years"	"40"	176
	"Rhode Island"	"44"	"2005"	"2005"	"41 years"	"41"	102
	"Rhode Island"	"44"	"2005"	"2005"	"42 years"	"42"	69
	"Rhode Island"	"44"	"2005"	"2005"	"43 years"	"43"	41
	"Rhode Island"	"44"	"2005"	"2005"	"44 years"	"44"	26
	"Rhode Island"	"44"	"2005"	"2005"	"45 years"	"45"	10
	"Rhode Island"	"44"	"2006"	"2006"	"15 years"	"15"	54
	"Rhode Island"	"44"	"2006"	"2006"	"16 years"	"16"	126
	"Rhode Island"	"44"	"2006"	"2006"	"17 years"	"17"	207
	"Rhode Island"	"44"	"2006"	"2006"	"18 years"	"18"	311
	"Rhode Island"	"44"	"2006"	"2006"	"19 years"	"19"	429
	"Rhode Island"	"44"	"2006"	"2006"	"20 years"	"20"	451
	"Rhode Island"	"44"	"2006"	"2006"	"21 years"	"21"	473
	"Rhode Island"	"44"	"2006"	"2006"	"22 years"	"22"	526
	"Rhode Island"	"44"	"2006"	"2006"	"23 years"	"23"	565
	"Rhode Island"	"44"	"2006"	"2006"	"24 years"	"24"	549
	"Rhode Island"	"44"	"2006"	"2006"	"25 years"	"25"	597
	"Rhode Island"	"44"	"2006"	"2006"	"26 years"	"26"	591
	"Rhode Island"	"44"	"2006"	"2006"	"27 years"	"27"	693
	"Rhode Island"	"44"	"2006"	"2006"	"28 years"	"28"	688
	"Rhode Island"	"44"	"2006"	"2006"	"29 years"	"29"	691
	"Rhode Island"	"44"	"2006"	"2006"	"30 years"	"30"	689
	"Rhode Island"	"44"	"2006"	"2006"	"31 years"	"31"	682
	"Rhode Island"	"44"	"2006"	"2006"	"32 years"	"32"	611
	"Rhode Island"	"44"	"2006"	"2006"	"33 years"	"33"	592
	"Rhode Island"	"44"	"2006"	"2006"	"34 years"	"34"	570
	"Rhode Island"	"44"	"2006"	"2006"	"35 years"	"35"	529
	"Rhode Island"	"44"	"2006"	"2006"	"36 years"	"36"	436
	"Rhode Island"	"44"	"2006"	"2006"	"37 years"	"37"	387
	"Rhode Island"	"44"	"2006"	"2006"	"38 years"	"38"	308
	"Rhode Island"	"44"	"2006"	"2006"	"39 years"	"39"	209
	"Rhode Island"	"44"	"2006"	"2006"	"40 years"	"40"	143
	"Rhode Island"	"44"	"2006"	"2006"	"41 years"	"41"	112
	"Rhode Island"	"44"	"2006"	"2006"	"42 years"	"42"	65
	"Rhode Island"	"44"	"2006"	"2006"	"43 years"	"43"	35
	"Rhode Island"	"44"	"2006"	"2006"	"44 years"	"44"	29
	"South Carolina"	"45"	"2003"	"2003"	"Under 15 years"	"14"	133
	"South Carolina"	"45"	"2003"	"2003"	"15 years"	"15"	337
	"South Carolina"	"45"	"2003"	"2003"	"16 years"	"16"	739
	"South Carolina"	"45"	"2003"	"2003"	"17 years"	"17"	1370
	"South Carolina"	"45"	"2003"	"2003"	"18 years"	"18"	2087
	"South Carolina"	"45"	"2003"	"2003"	"19 years"	"19"	2714
	"South Carolina"	"45"	"2003"	"2003"	"20 years"	"20"	3083
	"South Carolina"	"45"	"2003"	"2003"	"21 years"	"21"	3357
	"South Carolina"	"45"	"2003"	"2003"	"22 years"	"22"	3381
	"South Carolina"	"45"	"2003"	"2003"	"23 years"	"23"	3266
	"South Carolina"	"45"	"2003"	"2003"	"24 years"	"24"	3185
	"South Carolina"	"45"	"2003"	"2003"	"25 years"	"25"	3046
	"South Carolina"	"45"	"2003"	"2003"	"26 years"	"26"	2984
	"South Carolina"	"45"	"2003"	"2003"	"27 years"	"27"	2968
	"South Carolina"	"45"	"2003"	"2003"	"28 years"	"28"	2869
	"South Carolina"	"45"	"2003"	"2003"	"29 years"	"29"	2878
	"South Carolina"	"45"	"2003"	"2003"	"30 years"	"30"	2698
	"South Carolina"	"45"	"2003"	"2003"	"31 years"	"31"	2589
	"South Carolina"	"45"	"2003"	"2003"	"32 years"	"32"	2494
	"South Carolina"	"45"	"2003"	"2003"	"33 years"	"33"	2030
	"South Carolina"	"45"	"2003"	"2003"	"34 years"	"34"	1700
	"South Carolina"	"45"	"2003"	"2003"	"35 years"	"35"	1414
	"South Carolina"	"45"	"2003"	"2003"	"36 years"	"36"	1116
	"South Carolina"	"45"	"2003"	"2003"	"37 years"	"37"	896
	"South Carolina"	"45"	"2003"	"2003"	"38 years"	"38"	713
	"South Carolina"	"45"	"2003"	"2003"	"39 years"	"39"	603
	"South Carolina"	"45"	"2003"	"2003"	"40 years"	"40"	387
	"South Carolina"	"45"	"2003"	"2003"	"41 years"	"41"	294
	"South Carolina"	"45"	"2003"	"2003"	"42 years"	"42"	147
	"South Carolina"	"45"	"2003"	"2003"	"43 years"	"43"	85
	"South Carolina"	"45"	"2003"	"2003"	"44 years"	"44"	41
	"South Carolina"	"45"	"2003"	"2003"	"45 years"	"45"	20
	"South Carolina"	"45"	"2003"	"2003"	"47 years"	"47"	11
	"South Carolina"	"45"	"2004"	"2004"	"Under 15 years"	"14"	123
	"South Carolina"	"45"	"2004"	"2004"	"15 years"	"15"	366
	"South Carolina"	"45"	"2004"	"2004"	"16 years"	"16"	771
	"South Carolina"	"45"	"2004"	"2004"	"17 years"	"17"	1359
	"South Carolina"	"45"	"2004"	"2004"	"18 years"	"18"	2128
	"South Carolina"	"45"	"2004"	"2004"	"19 years"	"19"	2846
	"South Carolina"	"45"	"2004"	"2004"	"20 years"	"20"	3107
	"South Carolina"	"45"	"2004"	"2004"	"21 years"	"21"	3301
	"South Carolina"	"45"	"2004"	"2004"	"22 years"	"22"	3343
	"South Carolina"	"45"	"2004"	"2004"	"23 years"	"23"	3430
	"South Carolina"	"45"	"2004"	"2004"	"24 years"	"24"	3397
	"South Carolina"	"45"	"2004"	"2004"	"25 years"	"25"	3165
	"South Carolina"	"45"	"2004"	"2004"	"26 years"	"26"	3162
	"South Carolina"	"45"	"2004"	"2004"	"27 years"	"27"	3102
	"South Carolina"	"45"	"2004"	"2004"	"28 years"	"28"	2898
	"South Carolina"	"45"	"2004"	"2004"	"29 years"	"29"	2779
	"South Carolina"	"45"	"2004"	"2004"	"30 years"	"30"	2594
	"South Carolina"	"45"	"2004"	"2004"	"31 years"	"31"	2415
	"South Carolina"	"45"	"2004"	"2004"	"32 years"	"32"	2318
	"South Carolina"	"45"	"2004"	"2004"	"33 years"	"33"	2113
	"South Carolina"	"45"	"2004"	"2004"	"34 years"	"34"	1872
	"South Carolina"	"45"	"2004"	"2004"	"35 years"	"35"	1506
	"South Carolina"	"45"	"2004"	"2004"	"36 years"	"36"	1201
	"South Carolina"	"45"	"2004"	"2004"	"37 years"	"37"	960
	"South Carolina"	"45"	"2004"	"2004"	"38 years"	"38"	694
	"South Carolina"	"45"	"2004"	"2004"	"39 years"	"39"	570
	"South Carolina"	"45"	"2004"	"2004"	"40 years"	"40"	436
	"South Carolina"	"45"	"2004"	"2004"	"41 years"	"41"	275
	"South Carolina"	"45"	"2004"	"2004"	"42 years"	"42"	171
	"South Carolina"	"45"	"2004"	"2004"	"43 years"	"43"	92
	"South Carolina"	"45"	"2004"	"2004"	"44 years"	"44"	49
	"South Carolina"	"45"	"2004"	"2004"	"45 years"	"45"	23
	"South Carolina"	"45"	"2004"	"2004"	"46 years"	"46"	12
	"South Carolina"	"45"	"2005"	"2005"	"Under 15 years"	"14"	137
	"South Carolina"	"45"	"2005"	"2005"	"15 years"	"15"	350
	"South Carolina"	"45"	"2005"	"2005"	"16 years"	"16"	717
	"South Carolina"	"45"	"2005"	"2005"	"17 years"	"17"	1407
	"South Carolina"	"45"	"2005"	"2005"	"18 years"	"18"	2100
	"South Carolina"	"45"	"2005"	"2005"	"19 years"	"19"	2904
	"South Carolina"	"45"	"2005"	"2005"	"20 years"	"20"	3190
	"South Carolina"	"45"	"2005"	"2005"	"21 years"	"21"	3181
	"South Carolina"	"45"	"2005"	"2005"	"22 years"	"22"	3521
	"South Carolina"	"45"	"2005"	"2005"	"23 years"	"23"	3432
	"South Carolina"	"45"	"2005"	"2005"	"24 years"	"24"	3461
	"South Carolina"	"45"	"2005"	"2005"	"25 years"	"25"	3387
	"South Carolina"	"45"	"2005"	"2005"	"26 years"	"26"	3213
	"South Carolina"	"45"	"2005"	"2005"	"27 years"	"27"	3090
	"South Carolina"	"45"	"2005"	"2005"	"28 years"	"28"	3113
	"South Carolina"	"45"	"2005"	"2005"	"29 years"	"29"	2956
	"South Carolina"	"45"	"2005"	"2005"	"30 years"	"30"	2618
	"South Carolina"	"45"	"2005"	"2005"	"31 years"	"31"	2445
	"South Carolina"	"45"	"2005"	"2005"	"32 years"	"32"	2289
	"South Carolina"	"45"	"2005"	"2005"	"33 years"	"33"	2100
	"South Carolina"	"45"	"2005"	"2005"	"34 years"	"34"	1924
	"South Carolina"	"45"	"2005"	"2005"	"35 years"	"35"	1594
	"South Carolina"	"45"	"2005"	"2005"	"36 years"	"36"	1339
	"South Carolina"	"45"	"2005"	"2005"	"37 years"	"37"	955
	"South Carolina"	"45"	"2005"	"2005"	"38 years"	"38"	724
	"South Carolina"	"45"	"2005"	"2005"	"39 years"	"39"	550
	"South Carolina"	"45"	"2005"	"2005"	"40 years"	"40"	362
	"South Carolina"	"45"	"2005"	"2005"	"41 years"	"41"	276
	"South Carolina"	"45"	"2005"	"2005"	"42 years"	"42"	177
	"South Carolina"	"45"	"2005"	"2005"	"43 years"	"43"	92
	"South Carolina"	"45"	"2005"	"2005"	"44 years"	"44"	65
	"South Carolina"	"45"	"2005"	"2005"	"45 years"	"45"	22
	"South Carolina"	"45"	"2005"	"2005"	"46 years"	"46"	13
	"South Carolina"	"45"	"2006"	"2006"	"Under 15 years"	"14"	144
	"South Carolina"	"45"	"2006"	"2006"	"15 years"	"15"	340
	"South Carolina"	"45"	"2006"	"2006"	"16 years"	"16"	766
	"South Carolina"	"45"	"2006"	"2006"	"17 years"	"17"	1567
	"South Carolina"	"45"	"2006"	"2006"	"18 years"	"18"	2425
	"South Carolina"	"45"	"2006"	"2006"	"19 years"	"19"	3077
	"South Carolina"	"45"	"2006"	"2006"	"20 years"	"20"	3565
	"South Carolina"	"45"	"2006"	"2006"	"21 years"	"21"	3580
	"South Carolina"	"45"	"2006"	"2006"	"22 years"	"22"	3738
	"South Carolina"	"45"	"2006"	"2006"	"23 years"	"23"	3699
	"South Carolina"	"45"	"2006"	"2006"	"24 years"	"24"	3717
	"South Carolina"	"45"	"2006"	"2006"	"25 years"	"25"	3705
	"South Carolina"	"45"	"2006"	"2006"	"26 years"	"26"	3589
	"South Carolina"	"45"	"2006"	"2006"	"27 years"	"27"	3445
	"South Carolina"	"45"	"2006"	"2006"	"28 years"	"28"	3305
	"South Carolina"	"45"	"2006"	"2006"	"29 years"	"29"	3126
	"South Carolina"	"45"	"2006"	"2006"	"30 years"	"30"	2903
	"South Carolina"	"45"	"2006"	"2006"	"31 years"	"31"	2594
	"South Carolina"	"45"	"2006"	"2006"	"32 years"	"32"	2356
	"South Carolina"	"45"	"2006"	"2006"	"33 years"	"33"	2054
	"South Carolina"	"45"	"2006"	"2006"	"34 years"	"34"	1908
	"South Carolina"	"45"	"2006"	"2006"	"35 years"	"35"	1781
	"South Carolina"	"45"	"2006"	"2006"	"36 years"	"36"	1321
	"South Carolina"	"45"	"2006"	"2006"	"37 years"	"37"	1026
	"South Carolina"	"45"	"2006"	"2006"	"38 years"	"38"	776
	"South Carolina"	"45"	"2006"	"2006"	"39 years"	"39"	588
	"South Carolina"	"45"	"2006"	"2006"	"40 years"	"40"	401
	"South Carolina"	"45"	"2006"	"2006"	"41 years"	"41"	247
	"South Carolina"	"45"	"2006"	"2006"	"42 years"	"42"	192
	"South Carolina"	"45"	"2006"	"2006"	"43 years"	"43"	116
	"South Carolina"	"45"	"2006"	"2006"	"44 years"	"44"	62
	"South Carolina"	"45"	"2006"	"2006"	"45 years"	"45"	34
	"South Carolina"	"45"	"2006"	"2006"	"46 years"	"46"	14
	"South Dakota"	"46"	"2003"	"2003"	"15 years"	"15"	47
	"South Dakota"	"46"	"2003"	"2003"	"16 years"	"16"	107
	"South Dakota"	"46"	"2003"	"2003"	"17 years"	"17"	152
	"South Dakota"	"46"	"2003"	"2003"	"18 years"	"18"	286
	"South Dakota"	"46"	"2003"	"2003"	"19 years"	"19"	435
	"South Dakota"	"46"	"2003"	"2003"	"20 years"	"20"	534
	"South Dakota"	"46"	"2003"	"2003"	"21 years"	"21"	591
	"South Dakota"	"46"	"2003"	"2003"	"22 years"	"22"	606
	"South Dakota"	"46"	"2003"	"2003"	"23 years"	"23"	692
	"South Dakota"	"46"	"2003"	"2003"	"24 years"	"24"	680
	"South Dakota"	"46"	"2003"	"2003"	"25 years"	"25"	716
	"South Dakota"	"46"	"2003"	"2003"	"26 years"	"26"	733
	"South Dakota"	"46"	"2003"	"2003"	"27 years"	"27"	658
	"South Dakota"	"46"	"2003"	"2003"	"28 years"	"28"	648
	"South Dakota"	"46"	"2003"	"2003"	"29 years"	"29"	631
	"South Dakota"	"46"	"2003"	"2003"	"30 years"	"30"	582
	"South Dakota"	"46"	"2003"	"2003"	"31 years"	"31"	524
	"South Dakota"	"46"	"2003"	"2003"	"32 years"	"32"	448
	"South Dakota"	"46"	"2003"	"2003"	"33 years"	"33"	412
	"South Dakota"	"46"	"2003"	"2003"	"34 years"	"34"	336
	"South Dakota"	"46"	"2003"	"2003"	"35 years"	"35"	319
	"South Dakota"	"46"	"2003"	"2003"	"36 years"	"36"	224
	"South Dakota"	"46"	"2003"	"2003"	"37 years"	"37"	186
	"South Dakota"	"46"	"2003"	"2003"	"38 years"	"38"	153
	"South Dakota"	"46"	"2003"	"2003"	"39 years"	"39"	102
	"South Dakota"	"46"	"2003"	"2003"	"40 years"	"40"	93
	"South Dakota"	"46"	"2003"	"2003"	"41 years"	"41"	51
	"South Dakota"	"46"	"2003"	"2003"	"42 years"	"42"	39
	"South Dakota"	"46"	"2003"	"2003"	"43 years"	"43"	15
	"South Dakota"	"46"	"2004"	"2004"	"Under 15 years"	"14"	12
	"South Dakota"	"46"	"2004"	"2004"	"15 years"	"15"	27
	"South Dakota"	"46"	"2004"	"2004"	"16 years"	"16"	86
	"South Dakota"	"46"	"2004"	"2004"	"17 years"	"17"	185
	"South Dakota"	"46"	"2004"	"2004"	"18 years"	"18"	323
	"South Dakota"	"46"	"2004"	"2004"	"19 years"	"19"	500
	"South Dakota"	"46"	"2004"	"2004"	"20 years"	"20"	571
	"South Dakota"	"46"	"2004"	"2004"	"21 years"	"21"	595
	"South Dakota"	"46"	"2004"	"2004"	"22 years"	"22"	583
	"South Dakota"	"46"	"2004"	"2004"	"23 years"	"23"	714
	"South Dakota"	"46"	"2004"	"2004"	"24 years"	"24"	733
	"South Dakota"	"46"	"2004"	"2004"	"25 years"	"25"	726
	"South Dakota"	"46"	"2004"	"2004"	"26 years"	"26"	712
	"South Dakota"	"46"	"2004"	"2004"	"27 years"	"27"	731
	"South Dakota"	"46"	"2004"	"2004"	"28 years"	"28"	662
	"South Dakota"	"46"	"2004"	"2004"	"29 years"	"29"	616
	"South Dakota"	"46"	"2004"	"2004"	"30 years"	"30"	587
	"South Dakota"	"46"	"2004"	"2004"	"31 years"	"31"	509
	"South Dakota"	"46"	"2004"	"2004"	"32 years"	"32"	486
	"South Dakota"	"46"	"2004"	"2004"	"33 years"	"33"	421
	"South Dakota"	"46"	"2004"	"2004"	"34 years"	"34"	397
	"South Dakota"	"46"	"2004"	"2004"	"35 years"	"35"	294
	"South Dakota"	"46"	"2004"	"2004"	"36 years"	"36"	245
	"South Dakota"	"46"	"2004"	"2004"	"37 years"	"37"	175
	"South Dakota"	"46"	"2004"	"2004"	"38 years"	"38"	143
	"South Dakota"	"46"	"2004"	"2004"	"39 years"	"39"	104
	"South Dakota"	"46"	"2004"	"2004"	"40 years"	"40"	73
	"South Dakota"	"46"	"2004"	"2004"	"41 years"	"41"	62
	"South Dakota"	"46"	"2004"	"2004"	"42 years"	"42"	29
	"South Dakota"	"46"	"2004"	"2004"	"43 years"	"43"	17
	"South Dakota"	"46"	"2004"	"2004"	"44 years"	"44"	13
	"South Dakota"	"46"	"2005"	"2005"	"15 years"	"15"	39
	"South Dakota"	"46"	"2005"	"2005"	"16 years"	"16"	100
	"South Dakota"	"46"	"2005"	"2005"	"17 years"	"17"	192
	"South Dakota"	"46"	"2005"	"2005"	"18 years"	"18"	321
	"South Dakota"	"46"	"2005"	"2005"	"19 years"	"19"	430
	"South Dakota"	"46"	"2005"	"2005"	"20 years"	"20"	600
	"South Dakota"	"46"	"2005"	"2005"	"21 years"	"21"	540
	"South Dakota"	"46"	"2005"	"2005"	"22 years"	"22"	669
	"South Dakota"	"46"	"2005"	"2005"	"23 years"	"23"	690
	"South Dakota"	"46"	"2005"	"2005"	"24 years"	"24"	719
	"South Dakota"	"46"	"2005"	"2005"	"25 years"	"25"	820
	"South Dakota"	"46"	"2005"	"2005"	"26 years"	"26"	740
	"South Dakota"	"46"	"2005"	"2005"	"27 years"	"27"	722
	"South Dakota"	"46"	"2005"	"2005"	"28 years"	"28"	693
	"South Dakota"	"46"	"2005"	"2005"	"29 years"	"29"	635
	"South Dakota"	"46"	"2005"	"2005"	"30 years"	"30"	556
	"South Dakota"	"46"	"2005"	"2005"	"31 years"	"31"	541
	"South Dakota"	"46"	"2005"	"2005"	"32 years"	"32"	470
	"South Dakota"	"46"	"2005"	"2005"	"33 years"	"33"	389
	"South Dakota"	"46"	"2005"	"2005"	"34 years"	"34"	363
	"South Dakota"	"46"	"2005"	"2005"	"35 years"	"35"	285
	"South Dakota"	"46"	"2005"	"2005"	"36 years"	"36"	263
	"South Dakota"	"46"	"2005"	"2005"	"37 years"	"37"	201
	"South Dakota"	"46"	"2005"	"2005"	"38 years"	"38"	144
	"South Dakota"	"46"	"2005"	"2005"	"39 years"	"39"	111
	"South Dakota"	"46"	"2005"	"2005"	"40 years"	"40"	77
	"South Dakota"	"46"	"2005"	"2005"	"41 years"	"41"	53
	"South Dakota"	"46"	"2005"	"2005"	"42 years"	"42"	39
	"South Dakota"	"46"	"2005"	"2005"	"43 years"	"43"	27
	"South Dakota"	"46"	"2005"	"2005"	"44 years"	"44"	11
	"South Dakota"	"46"	"2006"	"2006"	"Under 15 years"	"14"	11
	"South Dakota"	"46"	"2006"	"2006"	"15 years"	"15"	44
	"South Dakota"	"46"	"2006"	"2006"	"16 years"	"16"	95
	"South Dakota"	"46"	"2006"	"2006"	"17 years"	"17"	180
	"South Dakota"	"46"	"2006"	"2006"	"18 years"	"18"	334
	"South Dakota"	"46"	"2006"	"2006"	"19 years"	"19"	470
	"South Dakota"	"46"	"2006"	"2006"	"20 years"	"20"	593
	"South Dakota"	"46"	"2006"	"2006"	"21 years"	"21"	559
	"South Dakota"	"46"	"2006"	"2006"	"22 years"	"22"	676
	"South Dakota"	"46"	"2006"	"2006"	"23 years"	"23"	724
	"South Dakota"	"46"	"2006"	"2006"	"24 years"	"24"	737
	"South Dakota"	"46"	"2006"	"2006"	"25 years"	"25"	748
	"South Dakota"	"46"	"2006"	"2006"	"26 years"	"26"	885
	"South Dakota"	"46"	"2006"	"2006"	"27 years"	"27"	789
	"South Dakota"	"46"	"2006"	"2006"	"28 years"	"28"	729
	"South Dakota"	"46"	"2006"	"2006"	"29 years"	"29"	735
	"South Dakota"	"46"	"2006"	"2006"	"30 years"	"30"	613
	"South Dakota"	"46"	"2006"	"2006"	"31 years"	"31"	568
	"South Dakota"	"46"	"2006"	"2006"	"32 years"	"32"	471
	"South Dakota"	"46"	"2006"	"2006"	"33 years"	"33"	402
	"South Dakota"	"46"	"2006"	"2006"	"34 years"	"34"	344
	"South Dakota"	"46"	"2006"	"2006"	"35 years"	"35"	302
	"South Dakota"	"46"	"2006"	"2006"	"36 years"	"36"	273
	"South Dakota"	"46"	"2006"	"2006"	"37 years"	"37"	190
	"South Dakota"	"46"	"2006"	"2006"	"38 years"	"38"	133
	"South Dakota"	"46"	"2006"	"2006"	"39 years"	"39"	103
	"South Dakota"	"46"	"2006"	"2006"	"40 years"	"40"	72
	"South Dakota"	"46"	"2006"	"2006"	"41 years"	"41"	50
	"South Dakota"	"46"	"2006"	"2006"	"42 years"	"42"	34
	"South Dakota"	"46"	"2006"	"2006"	"43 years"	"43"	24
	"South Dakota"	"46"	"2006"	"2006"	"44 years"	"44"	15
	"Tennessee"	"47"	"2003"	"2003"	"Under 15 years"	"14"	179
	"Tennessee"	"47"	"2003"	"2003"	"15 years"	"15"	465
	"Tennessee"	"47"	"2003"	"2003"	"16 years"	"16"	965
	"Tennessee"	"47"	"2003"	"2003"	"17 years"	"17"	1781
	"Tennessee"	"47"	"2003"	"2003"	"18 years"	"18"	2841
	"Tennessee"	"47"	"2003"	"2003"	"19 years"	"19"	4146
	"Tennessee"	"47"	"2003"	"2003"	"20 years"	"20"	4714
	"Tennessee"	"47"	"2003"	"2003"	"21 years"	"21"	4838
	"Tennessee"	"47"	"2003"	"2003"	"22 years"	"22"	4931
	"Tennessee"	"47"	"2003"	"2003"	"23 years"	"23"	4862
	"Tennessee"	"47"	"2003"	"2003"	"24 years"	"24"	4772
	"Tennessee"	"47"	"2003"	"2003"	"25 years"	"25"	4501
	"Tennessee"	"47"	"2003"	"2003"	"26 years"	"26"	4356
	"Tennessee"	"47"	"2003"	"2003"	"27 years"	"27"	4128
	"Tennessee"	"47"	"2003"	"2003"	"28 years"	"28"	4068
	"Tennessee"	"47"	"2003"	"2003"	"29 years"	"29"	3888
	"Tennessee"	"47"	"2003"	"2003"	"30 years"	"30"	3648
	"Tennessee"	"47"	"2003"	"2003"	"31 years"	"31"	3637
	"Tennessee"	"47"	"2003"	"2003"	"32 years"	"32"	3330
	"Tennessee"	"47"	"2003"	"2003"	"33 years"	"33"	2841
	"Tennessee"	"47"	"2003"	"2003"	"34 years"	"34"	2309
	"Tennessee"	"47"	"2003"	"2003"	"35 years"	"35"	1925
	"Tennessee"	"47"	"2003"	"2003"	"36 years"	"36"	1554
	"Tennessee"	"47"	"2003"	"2003"	"37 years"	"37"	1213
	"Tennessee"	"47"	"2003"	"2003"	"38 years"	"38"	1008
	"Tennessee"	"47"	"2003"	"2003"	"39 years"	"39"	731
	"Tennessee"	"47"	"2003"	"2003"	"40 years"	"40"	518
	"Tennessee"	"47"	"2003"	"2003"	"41 years"	"41"	325
	"Tennessee"	"47"	"2003"	"2003"	"42 years"	"42"	179
	"Tennessee"	"47"	"2003"	"2003"	"43 years"	"43"	127
	"Tennessee"	"47"	"2003"	"2003"	"44 years"	"44"	59
